Date,Month,Month,Precip (in),,Month,Precip (in)
"June 18, 2015",062015,062015,0,,,
"June 19, 2015",062015,062015,0,,,
"June 20, 2015",062015,062015,0,,,
"June 21, 2015",062015,062015,0,,,
"June 22, 2015",062015,062015,0,,,
"June 23, 2015",062015,062015,0,,,
"June 24, 2015",062015,062015,0,,,
"June 25, 2015",062015,062015,0,,,
"June 26, 2015",062015,062015,0,,,
"June 27, 2015",062015,062015,0.00125,,,
"June 28, 2015",062015,062015,0,,,
"June 29, 2015",062015,062015,0.0125,,,
"June 30, 2015",062015,062015,0.05125,,,
"July 1, 2015",072015,072015,0,,,
"July 2, 2015",072015,072015,0,,,
"July 3, 2015",072015,072015,0.092857143,,,
"July 4, 2015",072015,072015,0,,,
"July 5, 2015",072015,072015,0,,,
"July 6, 2015",072015,072015,0.0475,,,
"July 7, 2015",072015,072015,0,,,
"July 8, 2015",072015,072015,0,,,
"July 9, 2015",072015,072015,0,,,
"July 10, 2015",072015,072015,0,,,
"July 11, 2015",072015,072015,0,,,
"July 12, 2015",072015,072015,0,,,
"July 13, 2015",072015,072015,0,,,
"July 14, 2015",072015,072015,0,,,
"July 15, 2015",072015,072015,0.03,,,
"July 16, 2015",072015,072015,0,,,
"July 17, 2015",072015,072015,0.01875,,,
"July 18, 2015",072015,072015,0.0525,,,
"July 19, 2015",072015,072015,0.065714286,,,
"July 20, 2015",072015,072015,0,,,
"July 21, 2015",072015,072015,0,,,
"July 22, 2015",072015,072015,0,,,
"July 23, 2015",072015,072015,0,,,
"July 24, 2015",072015,072015,0,,,
"July 25, 2015",072015,072015,0,,,
"July 26, 2015",072015,072015,0,,,
"July 27, 2015",072015,072015,0,,,
"July 28, 2015",072015,072015,0,,,
"July 29, 2015",072015,072015,0,,,
"July 30, 2015",072015,072015,0.01125,,,
"July 31, 2015",072015,072015,0.392857143,,,
"August 1, 2015",082015,082015,0.02125,,,
"August 2, 2015",082015,082015,0,,,
"August 3, 2015",082015,082015,0,,,
"August 4, 2015",082015,082015,0,,,
"August 5, 2015",082015,082015,0,,,
"August 6, 2015",082015,082015,0,,,
"August 7, 2015",082015,082015,0.105,,,
"August 8, 2015",082015,082015,0.0475,,,
"August 9, 2015",082015,082015,0,,,
"August 10, 2015",082015,082015,0,,,
"August 11, 2015",082015,082015,0.11375,,,
"August 12, 2015",082015,082015,0.0725,,,
"August 13, 2015",082015,082015,0,,,
"August 14, 2015",082015,082015,0,,,
"August 15, 2015",082015,082015,0.00375,,,
"August 16, 2015",082015,082015,0,,,
"August 17, 2015",082015,082015,0,,,
"August 18, 2015",082015,082015,0,,,
"August 19, 2015",082015,082015,0,,,
"August 20, 2015",082015,082015,0.00125,,,
"August 21, 2015",082015,082015,0,,,
"August 22, 2015",082015,082015,0,,,
"August 23, 2015",082015,082015,0,,,
"August 24, 2015",082015,082015,0,,,
"August 25, 2015",082015,082015,0.03375,,,
"August 26, 2015",082015,082015,0.03,,,
"August 27, 2015",082015,082015,0.03,,,
"August 28, 2015",082015,082015,0,,,
"August 29, 2015",082015,082015,0.025,,,
"August 30, 2015",082015,082015,0.10875,,,
"August 31, 2015",082015,082015,0.08375,,,
"September 1, 2015",092015,092015,0.12,,,
"September 2, 2015",092015,092015,0.005,,,
"September 3, 2015",092015,092015,0.0025,,,
"September 4, 2015",092015,092015,0.00125,,,
"September 5, 2015",092015,092015,0,,,
"September 6, 2015",092015,092015,0,,,
"September 7, 2015",092015,092015,0,,,
"September 8, 2015",092015,092015,0,,,
"September 9, 2015",092015,092015,0,,,
"September 10, 2015",092015,092015,0,,,
"September 11, 2015",092015,092015,0,,,
"September 12, 2015",092015,092015,0.00125,,,
"September 13, 2015",092015,092015,0.12375,,,
"September 14, 2015",092015,092015,0.08375,,,
"September 15, 2015",092015,092015,0.0375,,,
"September 16, 2015",092015,092015,0,,,
"September 17, 2015",092015,092015,0,,,
"September 18, 2015",092015,092015,0,,,
"September 19, 2015",092015,092015,0,,,
"September 20, 2015",092015,092015,0,,,
"September 21, 2015",092015,092015,0.0025,,,
"September 22, 2015",092015,092015,0.28875,,,
"September 23, 2015",092015,092015,0.15,,,
"September 24, 2015",092015,092015,0.0025,,,
"September 25, 2015",092015,092015,0,,,
"September 26, 2015",092015,092015,0,,,
"September 27, 2015",092015,092015,0,,,
"September 28, 2015",092015,092015,0,,,
"September 29, 2015",092015,092015,0,,,
"September 30, 2015",092015,092015,0,,,
"October 1, 2015",102015,102015,0,,,
"October 2, 2015",102015,102015,0,,,
"October 3, 2015",102015,102015,0,,,
"October 4, 2015",102015,102015,0.0525,,,
"October 5, 2015",102015,102015,0.09,,,
"October 6, 2015",102015,102015,0.25375,,,
"October 7, 2015",102015,102015,0.02625,,,
"October 8, 2015",102015,102015,0.001428571,,,
"October 9, 2015",102015,102015,0,,,
"October 10, 2015",102015,102015,0,,,
"October 11, 2015",102015,102015,0,,,
"October 12, 2015",102015,102015,0,,,
"October 13, 2015",102015,102015,0,,,
"October 14, 2015",102015,102015,0,,,
"October 15, 2015",102015,102015,0,,,
"October 16, 2015",102015,102015,0.1275,,,
"October 17, 2015",102015,102015,0.07375,,,
"October 18, 2015",102015,102015,0.1025,,,
"October 19, 2015",102015,102015,0.05,,,
"October 20, 2015",102015,102015,0.32875,,,
"October 21, 2015",102015,102015,0.055,,,
"October 22, 2015",102015,102015,0,,,
"October 23, 2015",102015,102015,0,,,
"October 24, 2015",102015,102015,0,,,
"October 25, 2015",102015,102015,0,,,
"October 26, 2015",102015,102015,0,,,
"October 27, 2015",102015,102015,0,,,
"October 28, 2015",102015,102015,0,,,
"October 29, 2015",102015,102015,0.055,,,
"October 30, 2015",102015,102015,0.0375,,,
"October 31, 2015",102015,102015,0,,,
"November 1, 2015",112015,112015,0,,,
"November 2, 2015",112015,112015,0,,,
"November 3, 2015",112015,112015,0,,,
"November 4, 2015",112015,112015,0.115,,,
"November 5, 2015",112015,112015,0.03125,,,
"November 6, 2015",112015,112015,0,,,
"November 7, 2015",112015,112015,0,,,
"November 8, 2015",112015,112015,0,,,
"November 9, 2015",112015,112015,0,,,
"November 10, 2015",112015,112015,0,,,
"November 11, 2015",112015,112015,0,,,
"November 12, 2015",112015,112015,0,,,
"November 13, 2015",112015,112015,0,,,
"November 14, 2015",112015,112015,0,,,
"November 15, 2015",112015,112015,0.19,,,
"November 16, 2015",112015,112015,0.17625,,,
"November 17, 2015",112015,112015,0,,,
"November 18, 2015",112015,112015,0,,,
"November 19, 2015",112015,112015,0,,,
"November 20, 2015",112015,112015,0,,,
"November 21, 2015",112015,112015,0,,,
"November 22, 2015",112015,112015,0,,,
"November 23, 2015",112015,112015,0,,,
"November 24, 2015",112015,112015,0,,,
"November 25, 2015",112015,112015,0,,,
"November 26, 2015",112015,112015,0,,,
"November 27, 2015",112015,112015,0,,,
"November 28, 2015",112015,112015,0,,,
"November 29, 2015",112015,112015,0,,,
"November 30, 2015",112015,112015,0,,,
"December 1, 2015",122015,122015,0,,,
"December 2, 2015",122015,122015,0,,,
"December 3, 2015",122015,122015,0,,,
"December 4, 2015",122015,122015,0,,,
"December 5, 2015",122015,122015,0,,,
"December 6, 2015",122015,122015,0,,,
"December 7, 2015",122015,122015,0,,,
"December 8, 2015",122015,122015,0,,,
"December 9, 2015",122015,122015,0,,,
"December 10, 2015",122015,122015,0,,,
"December 11, 2015",122015,122015,0.00875,,,
"December 12, 2015",122015,122015,0.10625,,,
"December 13, 2015",122015,122015,0.0075,,,
"December 14, 2015",122015,122015,0.1725,,,
"December 15, 2015",122015,122015,0.00375,,,
"December 16, 2015",122015,122015,0,,,
"December 17, 2015",122015,122015,0,,,
"December 18, 2015",122015,122015,0,,,
"December 19, 2015",122015,122015,0,,,
"December 20, 2015",122015,122015,0.00625,,,
"December 21, 2015",122015,122015,0,,,
"December 22, 2015",122015,122015,0.01,,,
"December 23, 2015",122015,122015,0.04625,,,
"December 24, 2015",122015,122015,0.02125,,,
"December 25, 2015",122015,122015,0,,,
"December 26, 2015",122015,122015,0,,,
"December 27, 2015",122015,122015,0,,,
"December 28, 2015",122015,122015,0,,,
"December 29, 2015",122015,122015,0,,,
"December 30, 2015",122015,122015,0,,,
"December 31, 2015",122015,122015,0,,,
"January 1, 2016",012016,012016,0,,,
"January 2, 2016",012016,012016,0,,,
"January 3, 2016",012016,012016,0,,,
"January 4, 2016",012016,012016,0.2325,,,
"January 5, 2016",012016,012016,0.30125,,,
"January 6, 2016",012016,012016,0.60125,,,
"January 7, 2016",012016,012016,0.66125,,,
"January 8, 2016",012016,012016,0.08375,,,
"January 9, 2016",012016,012016,0.03,,,
"January 10, 2016",012016,012016,0.00125,,,
"January 11, 2016",012016,012016,0,,,
"January 12, 2016",012016,012016,0,,,
"January 13, 2016",012016,012016,0,,,
"January 14, 2016",012016,012016,0,,,
"January 15, 2016",012016,012016,0,,,
"January 16, 2016",012016,012016,0,,,
"January 17, 2016",012016,012016,0,,,
"January 18, 2016",012016,012016,0,,,
"January 19, 2016",012016,012016,0,,,
"January 20, 2016",012016,012016,0,,,
"January 21, 2016",012016,012016,0,,,
"January 22, 2016",012016,012016,0,,,
"January 23, 2016",012016,012016,0,,,
"January 24, 2016",012016,012016,0,,,
"January 25, 2016",012016,012016,0,,,
"January 26, 2016",012016,012016,0,,,
"January 27, 2016",012016,012016,0,,,
"January 28, 2016",012016,012016,0,,,
"January 29, 2016",012016,012016,0,,,
"January 30, 2016",012016,012016,0,,,
"January 31, 2016",012016,012016,0.115,,,
"February 1, 2016",022016,022016,0.1925,,,
"February 2, 2016",022016,022016,0.0025,,,
"February 3, 2016",022016,022016,0,,,
"February 4, 2016",022016,022016,0,,,
"February 5, 2016",022016,022016,0,,,
"February 6, 2016",022016,022016,0,,,
"February 7, 2016",022016,022016,0,,,
"February 8, 2016",022016,022016,0,,,
"February 9, 2016",022016,022016,0,,,
"February 10, 2016",022016,022016,0,,,
"February 11, 2016",022016,022016,0,,,
"February 12, 2016",022016,022016,0,,,
"February 13, 2016",022016,022016,0,,,
"February 14, 2016",022016,022016,0,,,
"February 15, 2016",022016,022016,0,,,
"February 16, 2016",022016,022016,0,,,
"February 17, 2016",022016,022016,0,,,
"February 18, 2016",022016,022016,0,,,
"February 19, 2016",022016,022016,0,,,
"February 20, 2016",022016,022016,0,,,
"February 21, 2016",022016,022016,0,,,
"February 22, 2016",022016,022016,0,,,
"February 23, 2016",022016,022016,0,,,
"February 24, 2016",022016,022016,0,,,
"February 25, 2016",022016,022016,0,,,
"February 26, 2016",022016,022016,0,,,
"February 27, 2016",022016,022016,0,,,
"February 28, 2016",022016,022016,0,,,
"February 29, 2016",022016,022016,0,,,
"March 1, 2016",032016,032016,0,,,
"March 2, 2016",032016,032016,0,,,
"March 3, 2016",032016,032016,0,,,
"March 4, 2016",032016,032016,0,,,
"March 5, 2016",032016,032016,0,,,
"March 6, 2016",032016,032016,0,,,
"March 7, 2016",032016,032016,0,,,
"March 8, 2016",032016,032016,0,,,
"March 9, 2016",032016,032016,0,,,
"March 10, 2016",032016,032016,0,,,
"March 11, 2016",032016,032016,0,,,
"March 12, 2016",032016,032016,0,,,
"March 13, 2016",032016,032016,0,,,
"March 14, 2016",032016,032016,0,,,
"March 15, 2016",032016,032016,0,,,
"March 16, 2016",032016,032016,0,,,
"March 17, 2016",032016,032016,0,,,
"March 18, 2016",032016,032016,0,,,
"March 19, 2016",032016,032016,0,,,
"March 20, 2016",032016,032016,0,,,
"March 21, 2016",032016,032016,0,,,
"March 22, 2016",032016,032016,0,,,
"March 23, 2016",032016,032016,0,,,
"March 24, 2016",032016,032016,0,,,
"March 25, 2016",032016,032016,0,,,
"March 26, 2016",032016,032016,0,,,
"March 27, 2016",032016,032016,0,,,
"March 28, 2016",032016,032016,0,,,
"March 29, 2016",032016,032016,0.00125,,,
"March 30, 2016",032016,032016,0,,,
"March 31, 2016",032016,032016,0,,,
"April 1, 2016",042016,042016,0,,,
"April 2, 2016",042016,042016,0,,,
"April 3, 2016",042016,042016,0,,,
"April 4, 2016",042016,042016,0,,,
"April 5, 2016",042016,042016,0,,,
"April 6, 2016",042016,042016,0,,,
"April 7, 2016",042016,042016,0.002857143,,,
"April 8, 2016",042016,042016,0.262857143,,,
"April 9, 2016",042016,042016,0.007142857,,,
"April 10, 2016",042016,042016,0.262857143,,,
"April 11, 2016",042016,042016,0.004285714,,,
"April 12, 2016",042016,042016,0,,,
"April 13, 2016",042016,042016,0,,,
"April 14, 2016",042016,042016,0,,,
"April 15, 2016",042016,042016,0,,,
"April 16, 2016",042016,042016,0,,,
"April 17, 2016",042016,042016,0,,,
"April 18, 2016",042016,042016,0,,,
"April 19, 2016",042016,042016,0,,,
"April 20, 2016",042016,042016,0,,,
"April 21, 2016",042016,042016,0,,,
"April 22, 2016",042016,042016,0,,,
"April 23, 2016",042016,042016,0,,,
"April 24, 2016",042016,042016,0,,,
"April 25, 2016",042016,042016,0,,,
"April 26, 2016",042016,042016,0,,,
"April 27, 2016",042016,042016,0,,,
"April 28, 2016",042016,042016,0,,,
"April 29, 2016",042016,042016,0,,,
"April 30, 2016",042016,042016,0.021428571,,,
"May 1, 2016",052016,052016,0.012857143,,,
"May 2, 2016",052016,052016,0,,,
"May 3, 2016",052016,052016,0,,,
"May 4, 2016",052016,052016,0,,,
"May 5, 2016",052016,052016,0,,,
"May 6, 2016",052016,052016,0.028571429,,,
"May 7, 2016",052016,052016,0.071428571,,,
"May 8, 2016",052016,052016,0.017142857,,,
"May 9, 2016",052016,052016,0,,,
"May 10, 2016",052016,052016,0,,,
"May 11, 2016",052016,052016,0,,,
"May 12, 2016",052016,052016,0,,,
"May 13, 2016",052016,052016,0,,,
"May 14, 2016",052016,052016,0,,,
"May 15, 2016",052016,052016,0,,,
"May 16, 2016",052016,052016,0,,,
"May 17, 2016",052016,052016,0,,,
"May 18, 2016",052016,052016,0.008571429,,,
"May 19, 2016",052016,052016,0,,,
"May 20, 2016",052016,052016,0,,,
"May 21, 2016",052016,052016,0,,,
"May 22, 2016",052016,052016,0,,,
"May 23, 2016",052016,052016,0,,,
"May 24, 2016",052016,052016,0,,,
"May 25, 2016",052016,052016,0,,,
"May 26, 2016",052016,052016,0,,,
"May 27, 2016",052016,052016,0,,,
"May 28, 2016",052016,052016,0,,,
"May 29, 2016",052016,052016,0,,,
"May 30, 2016",052016,052016,0,,,
"May 31, 2016",052016,052016,0,,,
"June 1, 2016",062016,062016,0,,,
"June 2, 2016",062016,062016,0,,,
"June 3, 2016",062016,062016,0,,,
"June 4, 2016",062016,062016,0,,,
"June 5, 2016",062016,062016,0,,,
"June 6, 2016",062016,062016,0,,,
"June 7, 2016",062016,062016,0,,,
"June 8, 2016",062016,062016,0,,,
"June 9, 2016",062016,062016,0,,,
"June 10, 2016",062016,062016,0.004285714,,,
"June 11, 2016",062016,062016,0.025714286,,,
"June 12, 2016",062016,062016,0,,,
"June 13, 2016",062016,062016,0,,,
"June 14, 2016",062016,062016,0,,,
"June 15, 2016",062016,062016,0,,,
"June 16, 2016",062016,062016,0,,,
"June 17, 2016",062016,062016,0,,,
"June 18, 2016",062016,062016,0,,,
"June 19, 2016",062016,062016,0,,,
"June 20, 2016",062016,062016,0,,,
"June 21, 2016",062016,062016,0,,,
"June 22, 2016",062016,062016,0,,,
"June 23, 2016",062016,062016,0,,,
"June 24, 2016",062016,062016,0,,,
"June 25, 2016",062016,062016,0,,,
"June 26, 2016",062016,062016,0,,,
"June 27, 2016",062016,062016,0.011428571,,,
"June 28, 2016",062016,062016,0.031428571,,,
"June 29, 2016",062016,062016,0.082857143,,,
"June 30, 2016",062016,062016,0.012857143,,,
"July 1, 2016",072016,072016,0.137142857,,,
"July 2, 2016",072016,072016,0,,,
"July 3, 2016",072016,072016,0,,,
"July 4, 2016",072016,072016,0,,,
"July 5, 2016",072016,072016,0,,,
"July 6, 2016",072016,072016,0,,,
"July 7, 2016",072016,072016,0,,,
"July 8, 2016",072016,072016,0,,,
"July 9, 2016",072016,072016,0,,,
"July 10, 2016",072016,072016,0,,,
"July 11, 2016",072016,072016,0,,,
"July 12, 2016",072016,072016,0,,,
"July 13, 2016",072016,072016,0,,,
"July 14, 2016",072016,072016,0,,,
"July 15, 2016",072016,072016,0,,,
"July 16, 2016",072016,072016,0,,,
"July 17, 2016",072016,072016,0,,,
"July 18, 2016",072016,072016,0.064285714,,,
"July 19, 2016",072016,072016,0,,,
"July 20, 2016",072016,072016,0,,,
"July 21, 2016",072016,072016,0,,,
"July 22, 2016",072016,072016,0,,,
"July 23, 2016",072016,072016,0,,,
"July 24, 2016",072016,072016,0,,,
"July 25, 2016",072016,072016,0,,,
"July 26, 2016",072016,072016,0,,,
"July 27, 2016",072016,072016,0,,,
"July 28, 2016",072016,072016,0,,,
"July 29, 2016",072016,072016,0.105714286,,,
"July 30, 2016",072016,072016,0.105714286,,,
"July 31, 2016",072016,072016,0.001428571,,,
"August 1, 2016",082016,082016,0.024285714,,,
"August 2, 2016",082016,082016,0.201428571,,,
"August 3, 2016",082016,082016,0.018571429,,,
"August 4, 2016",082016,082016,0.111428571,,,
"August 5, 2016",082016,082016,0.462857143,,,
"August 6, 2016",082016,082016,0,,,
"August 7, 2016",082016,082016,0,,,
"August 8, 2016",082016,082016,0,,,
"August 9, 2016",082016,082016,0.341428571,,,
"August 10, 2016",082016,082016,0.022857143,,,
"August 11, 2016",082016,082016,0.138571429,,,
"August 12, 2016",082016,082016,0,,,
"August 13, 2016",082016,082016,0,,,
"August 14, 2016",082016,082016,0,,,
"August 15, 2016",082016,082016,0,,,
"August 16, 2016",082016,082016,0,,,
"August 17, 2016",082016,082016,0.101428571,,,
"August 18, 2016",082016,082016,0.002857143,,,
"August 19, 2016",082016,082016,0.031428571,,,
"August 20, 2016",082016,082016,0.057142857,,,
"August 21, 2016",082016,082016,0,,,
"August 22, 2016",082016,082016,0,,,
"August 23, 2016",082016,082016,0.248571429,,,
"August 24, 2016",082016,082016,0.005714286,,,
"August 25, 2016",082016,082016,0,,,
"August 26, 2016",082016,082016,0.055714286,,,
"August 27, 2016",082016,082016,0.005714286,,,
"August 28, 2016",082016,082016,0,,,
"August 29, 2016",082016,082016,0,,,
"August 30, 2016",082016,082016,0.001428571,,,
"August 31, 2016",082016,082016,0,,,
"September 1, 2016",092016,092016,0,,,
"September 2, 2016",092016,092016,0,,,
"September 3, 2016",092016,092016,0,,,
"September 4, 2016",092016,092016,0,,,
"September 5, 2016",092016,092016,0,,,
"September 6, 2016",092016,092016,0,,,
"September 7, 2016",092016,092016,0.065714286,,,
"September 8, 2016",092016,092016,0,,,
"September 9, 2016",092016,092016,0,,,
"September 10, 2016",092016,092016,0,,,
"September 11, 2016",092016,092016,0,,,
"September 12, 2016",092016,092016,0.031428571,,,
"September 13, 2016",092016,092016,0,,,
"September 14, 2016",092016,092016,0,,,
"September 15, 2016",092016,092016,0,,,
"September 16, 2016",092016,092016,0,,,
"September 17, 2016",092016,092016,0,,,
"September 18, 2016",092016,092016,0,,,
"September 19, 2016",092016,092016,0,,,
"September 20, 2016",092016,092016,0.012857143,,,
"September 21, 2016",092016,092016,0.011428571,,,
"September 22, 2016",092016,092016,0.102857143,,,
"September 23, 2016",092016,092016,0,,,
"September 24, 2016",092016,092016,0,,,
"September 25, 2016",092016,092016,0,,,
"September 26, 2016",092016,092016,0,,,
"September 27, 2016",092016,092016,0.002857143,,,
"September 28, 2016",092016,092016,0.008571429,,,
"September 29, 2016",092016,092016,0.013333333,,,
"September 30, 2016",092016,092016,0,,,
"October 1, 2016",102016,102016,0,,,
"October 2, 2016",102016,102016,0.235714286,,,
"October 3, 2016",102016,102016,0.061428571,,,
"October 4, 2016",102016,102016,0,,,
"October 5, 2016",102016,102016,0,,,
"October 6, 2016",102016,102016,0,,,
"October 7, 2016",102016,102016,0,,,
"October 8, 2016",102016,102016,0.002857143,,,
"October 9, 2016",102016,102016,0,,,
"October 10, 2016",102016,102016,0,,,
"October 11, 2016",102016,102016,0,,,
"October 12, 2016",102016,102016,0,,,
"October 13, 2016",102016,102016,0,,,
"October 14, 2016",102016,102016,0,,,
"October 15, 2016",102016,102016,0,,,
"October 16, 2016",102016,102016,0,,,
"October 17, 2016",102016,102016,0,,,
"October 18, 2016",102016,102016,0,,,
"October 19, 2016",102016,102016,0,,,
"October 20, 2016",102016,102016,0,,,
"October 21, 2016",102016,102016,0,,,
"October 22, 2016",102016,102016,0,,,
"October 23, 2016",102016,102016,0,,,
"October 24, 2016",102016,102016,0,,,
"October 25, 2016",102016,102016,0,,,
"October 26, 2016",102016,102016,0,,,
"October 27, 2016",102016,102016,0,,,
"October 28, 2016",102016,102016,0,,,
"October 29, 2016",102016,102016,0,,,
"October 30, 2016",102016,102016,0,,,
"October 31, 2016",102016,102016,0,,,
"November 1, 2016",112016,112016,0,,,
"November 2, 2016",112016,112016,0,,,
"November 3, 2016",112016,112016,0.185714286,,,
"November 4, 2016",112016,112016,0.211428571,,,
"November 5, 2016",112016,112016,0,,,
"November 6, 2016",112016,112016,0,,,
"November 7, 2016",112016,112016,0,,,
"November 8, 2016",112016,112016,0,,,
"November 9, 2016",112016,112016,0,,,
"November 10, 2016",112016,112016,0,,,
"November 11, 2016",112016,112016,0,,,
"November 12, 2016",112016,112016,0,,,
"November 13, 2016",112016,112016,0,,,
"November 14, 2016",112016,112016,0,,,
"November 15, 2016",112016,112016,0,,,
"November 16, 2016",112016,112016,0,,,
"November 17, 2016",112016,112016,0,,,
"November 18, 2016",112016,112016,0,,,
"November 19, 2016",112016,112016,0,,,
"November 20, 2016",112016,112016,0.061428571,,,
"November 21, 2016",112016,112016,0.188571429,,,
"November 22, 2016",112016,112016,0,,,
"November 23, 2016",112016,112016,0,,,
"November 24, 2016",112016,112016,0,,,
"November 25, 2016",112016,112016,0,,,
"November 26, 2016",112016,112016,0,,,
"November 27, 2016",112016,112016,0.147142857,,,
"November 28, 2016",112016,112016,0.108571429,,,
"November 29, 2016",112016,112016,0,,,
"November 30, 2016",112016,112016,0,,,
"December 1, 2016",122016,122016,0,,,
"December 2, 2016",122016,122016,0,,,
"December 3, 2016",122016,122016,0,,,
"December 4, 2016",122016,122016,0,,,
"December 5, 2016",122016,122016,0,,,
"December 6, 2016",122016,122016,0,,,
"December 7, 2016",122016,122016,0,,,
"December 8, 2016",122016,122016,0,,,
"December 9, 2016",122016,122016,0,,,
"December 10, 2016",122016,122016,0,,,
"December 11, 2016",122016,122016,0,,,
"December 12, 2016",122016,122016,0,,,
"December 13, 2016",122016,122016,0,,,
"December 14, 2016",122016,122016,0,,,
"December 15, 2016",122016,122016,0.008571429,,,
"December 16, 2016",122016,122016,0.102857143,,,
"December 17, 2016",122016,122016,0.025714286,,,
"December 18, 2016",122016,122016,0,,,
"December 19, 2016",122016,122016,0,,,
"December 20, 2016",122016,122016,0,,,
"December 21, 2016",122016,122016,0.032857143,,,
"December 22, 2016",122016,122016,0.645714286,,,
"December 23, 2016",122016,122016,0.06,,,
"December 24, 2016",122016,122016,0.33,,,
"December 25, 2016",122016,122016,0.011666667,,,
"December 26, 2016",122016,122016,0,,,
"December 27, 2016",122016,122016,0,,,
"December 28, 2016",122016,122016,0,,,
"December 29, 2016",122016,122016,0,,,
"December 30, 2016",122016,122016,0.096666667,,,
"December 31, 2016",122016,122016,0.101428571,,,
"January 1, 2017",012017,012017,0.34,,,
"January 2, 2017",012017,012017,0.003333333,,,
"January 3, 2017",012017,012017,0,,,
"January 4, 2017",012017,012017,0,,,
"January 5, 2017",012017,012017,0,,,
"January 6, 2017",012017,012017,0,,,
"January 7, 2017",012017,012017,0,,,
"January 8, 2017",012017,012017,0,,,
"January 9, 2017",012017,012017,0.001428571,,,
"January 10, 2017",012017,012017,0,,,
"January 11, 2017",012017,012017,0,,,
"January 12, 2017",012017,012017,0,,,
"January 13, 2017",012017,012017,0,,,
"January 14, 2017",012017,012017,0.041428571,,,
"January 15, 2017",012017,012017,0.055714286,,,
"January 16, 2017",012017,012017,0.037142857,,,
"January 17, 2017",012017,012017,0.001666667,,,
"January 18, 2017",012017,012017,0.001428571,,,
"January 19, 2017",012017,012017,0.025714286,,,
"January 20, 2017",012017,012017,0.555714286,,,
"January 21, 2017",012017,012017,0.335714286,,,
"January 22, 2017",012017,012017,0.001428571,,,
"January 23, 2017",012017,012017,0.264285714,,,
"January 24, 2017",012017,012017,0.045714286,,,
"January 25, 2017",012017,012017,0,,,
"January 26, 2017",012017,012017,0,,,
"January 27, 2017",012017,012017,0,,,
"January 28, 2017",012017,012017,0,,,
"January 29, 2017",012017,012017,0,,,
"January 30, 2017",012017,012017,0,,,
"January 31, 2017",012017,012017,0,,,
"February 1, 2017",022017,022017,0,,,
"February 2, 2017",022017,022017,0,,,
"February 3, 2017",022017,022017,0,,,
"February 4, 2017",022017,022017,0,,,
"February 5, 2017",022017,022017,0,,,
"February 6, 2017",022017,022017,0,,,
"February 7, 2017",022017,022017,0,,,
"February 8, 2017",022017,022017,0,,,
"February 9, 2017",022017,022017,0,,,
"February 10, 2017",022017,022017,0,,,
"February 11, 2017",022017,022017,0,,,
"February 12, 2017",022017,022017,0,,,
"February 13, 2017",022017,022017,0.04375,,,
"February 14, 2017",022017,022017,0,,,
"February 15, 2017",022017,022017,0,,,
"February 16, 2017",022017,022017,0,,,
"February 17, 2017",022017,022017,0,,,
"February 18, 2017",022017,022017,0.477142857,,,
"February 19, 2017",022017,022017,0.73375,,,
"February 20, 2017",022017,022017,0.19125,,,
"February 21, 2017",022017,022017,0,,,
"February 22, 2017",022017,022017,0,,,
"February 23, 2017",022017,022017,0,,,
"February 24, 2017",022017,022017,0,,,
"February 25, 2017",022017,022017,0,,,
"February 26, 2017",022017,022017,0,,,
"February 27, 2017",022017,022017,0.1925,,,
"February 28, 2017",022017,022017,0.447142857,,,
"March 1, 2017",032017,032017,0,,,
"March 2, 2017",032017,032017,0,,,
"March 3, 2017",032017,032017,0,,,
"March 4, 2017",032017,032017,0,,,
"March 5, 2017",032017,032017,0,,,
"March 6, 2017",032017,032017,0,,,
"March 7, 2017",032017,032017,0,,,
"March 8, 2017",032017,032017,0,,,
"March 9, 2017",032017,032017,0,,,
"March 10, 2017",032017,032017,0,,,
"March 11, 2017",032017,032017,0,,,
"March 12, 2017",032017,032017,0,,,
"March 13, 2017",032017,032017,0,,,
"March 14, 2017",032017,032017,0,,,
"March 15, 2017",032017,032017,0,,,
"March 16, 2017",032017,032017,0,,,
"March 17, 2017",032017,032017,0,,,
"March 18, 2017",032017,032017,0,,,
"March 19, 2017",032017,032017,0,,,
"March 20, 2017",032017,032017,0,,,
"March 21, 2017",032017,032017,0,,,
"March 22, 2017",032017,032017,0,,,
"March 23, 2017",032017,032017,0.082857143,,,
"March 24, 2017",032017,032017,0,,,
"March 25, 2017",032017,032017,0,,,
"March 26, 2017",032017,032017,0,,,
"March 27, 2017",032017,032017,0,,,
"March 28, 2017",032017,032017,0.014285714,,,
"March 29, 2017",032017,032017,0,,,
"March 30, 2017",032017,032017,0,,,
"March 31, 2017",032017,032017,0,,,
"April 1, 2017",042017,042017,0,,,
"April 2, 2017",042017,042017,0,,,
"April 3, 2017",042017,042017,0,,,
"April 4, 2017",042017,042017,0.025,,,
"April 5, 2017",042017,042017,0,,,
"April 6, 2017",042017,042017,0,,,
"April 7, 2017",042017,042017,0,,,
"April 8, 2017",042017,042017,0,,,
"April 9, 2017",042017,042017,0,,,
"April 10, 2017",042017,042017,0,,,
"April 11, 2017",042017,042017,0,,,
"April 12, 2017",042017,042017,0,,,
"April 13, 2017",042017,042017,0,,,
"April 14, 2017",042017,042017,0,,,
"April 15, 2017",042017,042017,0,,,
"April 16, 2017",042017,042017,0,,,
"April 17, 2017",042017,042017,0,,,
"April 18, 2017",042017,042017,0,,,
